
,Year,County,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
99,1994,NJ,23.7023.7,28.4028.4,38.7038.7,53.7053.7,58.3058.3,72.2072.2,76.8076.8,70.1070.1,64.2064.2,52.7052.7,48.6048.6,38.9038.9
100,1995,NJ,35.6035.6,28.8028.8,43.3043.3,49.4049.4,59.0059.0,69.4069.4,76.1076.1,74.3074.3,65.5065.5,57.8057.8,40.5040.5,29.8029.8
101,1996,NJ,28.8028.8,32.0032.0,36.5036.5,50.5050.5,58.3058.3,70.1070.1,71.7071.7,71.9071.9,66.2066.2,54.1054.1,39.8039.8,38.4038.4
102,1997,NJ,30.3030.3,38.0038.0,41.2041.2,48.4048.4,57.1057.1,67.8067.8,74.0074.0,71.0071.0,64.4064.4,54.2054.2,42.1042.1,36.1036.1
103,1998,NJ,38.8038.8,39.1039.1,43.2043.2,52.4052.4,63.3063.3,68.5068.5,74.4074.4,74.1074.1,68.2068.2,55.2055.2,44.7044.7,40.0040.0
104,1999,NJ,33.1033.1,35.4035.4,40.0040.0,50.8050.8,60.5060.5,70.6070.6,78.4078.4,73.8073.8,67.2067.2,53.0053.0,48.6048.6,37.6037.6
105,2000,NJ,30.0030.0,35.3035.3,45.6045.6,49.8049.8,62.0062.0,70.3070.3,71.0071.0,71.0071.0,64.4064.4,54.9054.9,43.0043.0,29.0029.0
106,2001,NJ,29.8029.8,35.0035.0,38.2038.2,51.4051.4,61.6061.6,71.0071.0,71.1071.1,75.5075.5,64.8064.8,55.4055.4,48.8048.8,41.1041.1
107,2002,NJ,36.9036.9,38.4038.4,42.9042.9,53.9053.9,59.2059.2,70.1070.1,76.1076.1,75.8075.8,67.8067.8,54.1054.1,43.2043.2,33.3033.3
108,2003,NJ,26.4026.4,28.2028.2,41.3041.3,48.5048.5,56.9056.9,67.4067.4,74.5074.5,75.1075.1,66.9066.9,52.9052.9,48.5048.5,35.5035.5
109,2004,NJ,24.6024.6,33.1033.1,42.8042.8,51.9051.9,66.0066.0,69.0069.0,73.2073.2,72.4072.4,67.6067.6,53.6053.6,46.4046.4,35.6035.6
110,2005,NJ,30.1030.1,34.2034.2,37.1037.1,52.5052.5,56.6056.6,72.1072.1,76.0076.0,76.4076.4,70.2070.2,56.3056.3,47.4047.4,32.5032.5
111,2006,NJ,38.7038.7,34.2034.2,41.8041.8,53.4053.4,61.4061.4,70.1070.1,76.7076.7,74.2074.2,64.3064.3,53.6053.6,49.6049.6,41.7041.7
112,2007,NJ,36.7036.7,27.1027.1,40.9040.9,48.6048.6,62.8062.8,70.6070.6,73.7073.7,73.4073.4,68.0068.0,62.1062.1,43.5043.5,35.6035.6
113,2008,NJ,34.3034.3,35.2035.2,41.7041.7,53.0053.0,57.9057.9,73.0073.0,76.0076.0,71.3071.3,67.4067.4,53.4053.4,43.7043.7,36.6036.6
114,2009,NJ,26.9026.9,35.1035.1,40.8040.8,52.5052.5,61.3061.3,67.6067.6,72.0072.0,74.9074.9,64.7064.7,53.4053.4,49.2049.2,34.4034.4
115,2010,NJ,31.2031.2,31.1031.1,46.2046.2,55.5055.5,64.0064.0,73.9073.9,78.3078.3,74.9074.9,69.2069.2,56.0056.0,45.0045.0,30.8030.8
116,2011,NJ,27.2027.2,34.4034.4,41.2041.2,53.9053.9,63.7063.7,71.9071.9,78.4078.4,73.5073.5,68.9068.9,55.8055.8,48.9048.9,40.5040.5
117,2012,NJ,35.6035.6,38.9038.9,49.8049.8,52.6052.6,65.1065.1,70.0070.0,77.8077.8,74.7074.7,67.0067.0,56.8056.8,41.5041.5,40.6040.6
118,2013,NJ,33.9033.9,32.8032.8,38.6038.6,51.5051.5,60.9060.9,71.2071.2,77.8077.8,71.4071.4,64.4064.4,57.1057.1,42.9042.9,36.0036.0
119,2014,NJ,26.0026.0,29.5029.5,35.4035.4,50.3050.3,62.0062.0,70.6070.6,74.1074.1,70.8070.8,66.9066.9,57.0057.0,42.0042.0,38.7038.7
120,2015,NJ,27.9027.9,22.3022.3,35.9035.9,51.5051.5,66.1066.1,70.3070.3,75.2075.2,74.3074.3,70.7070.7,54.5054.5,49.7049.7,48.0048.0
121,2016,NJ,31.4031.4,36.0036.0,47.0047.0,50.7050.7,60.2060.2,70.6070.6,77.2077.2,76.9076.9,69.7069.7,56.7056.7,46.7046.7,36.3036.3
122,2017,NJ,36.2036.2,40.4040.4,38.9038.9,55.9055.9,60.0060.0,70.4070.4,75.5075.5,71.6071.6,68.2068.2,60.4060.4,44.4044.4,33.2033.2
123,2018,NJ,29.2029.2,39.4039.4,38.3038.3,48.0048.0,65.2065.2,70.1070.1,76.2076.2,76.8076.8,70.2070.2,56.4056.4,42.5042.5,37.8037.8
124,2019,NJ,31.6031.6,34.6034.6,39.5039.5,54.8054.8,62.8062.8,70.6070.6,77.9077.9,74.4074.4,69.0069.0,58.1058.1,41.3041.3,36.3036.3
